iter	RMSE
1668	0.8322622992
1669	0.8260203324
1670	0.8198251753
1671	0.8136764856
1672	0.8075739142
1673	0.8015171154
1674	0.7955057402
1675	0.7895394521
1676	0.7836178991
1677	0.7777407683
1678	0.77190772
1679	0.7661184084
1680	0.7603725124
1681	0.754669719
1682	0.7490096949
1683	0.7433921188
1684	0.7378166745
1685	0.7322830534
1686	0.7267909286
1687	0.7213400052
1688	0.7159299482
1689	0.7105604787
1690	0.7052312697
1691	0.699942037
1692	0.6946924742
1693	0.689482285
1694	0.6843111684
1695	0.6791788324
1696	0.6740849971
1697	0.6690293583
1698	0.66401164
1699	0.6590315523
1700	0.6540888083
1701	0.64918314
1702	0.6443142679
1703	0.6394819115
1704	0.6346857903
1705	0.6299256481
1706	0.6252012064
1707	0.6205122006
1708	0.6158583602
1709	0.6112394245
1710	0.6066551239
1711	0.602105207
1712	0.5975894258
1713	0.5931075039
1714	0.5886592045
1715	0.5842442544
1716	0.5798624193
1717	0.5755134503
1718	0.571197102
1719	0.5669131216
1720	0.5626612718
1721	0.5584413141
1722	0.5542530067
1723	0.5500961041
1724	0.5459703774
1725	0.5418755962
1726	0.5378115306
1727	0.5337779439
1728	0.5297746072
1729	0.5258012975
1730	0.5218577941
1731	0.5179438658
1732	0.5140592899
1733	0.5102038426
1734	0.5063773149
1735	0.5025794776
1736	0.4988101334
1737	0.4950690649
1738	0.4913560428
1739	0.487670869
1740	0.4840133324
1741	0.4803832333
1742	0.4767803615
1743	0.4732045148
1744	0.4696554789
1745	0.4661330584
1746	0.4626370592
1747	0.4591672798
1748	0.4557235209
1749	0.4523055969
1750	0.448913304
1751	0.4455464606
1752	0.4422048602
1753	0.4388883308
1754	0.4355966707
1755	0.4323297017
1756	0.4290872226
1757	0.4258690718
1758	0.4226750489
1759	0.4195049916
1760	0.4163587048
1761	0.4132360187
1762	0.4101367541
1763	0.4070607244
1764	0.4040077764
1765	0.4009777226
1766	0.3979703827
1767	0.3949856084
1768	0.3920232181
1769	0.3890830501
1770	0.3861649205
1771	0.3832686847
1772	0.3803941689
1773	0.3775412169
1774	0.3747096564
1775	0.371899337
1776	0.3691100883
1777	0.3663417597
1778	0.3635941964
1779	0.3608672444
1780	0.358160735
1781	0.3554745307
1782	0.3528084771
1783	0.3501624088
1784	0.3475361925
1785	0.3449296711
1786	0.3423427027
1787	0.3397751256
1788	0.3372268061
1789	0.3346975989
1790	0.3321873674
1791	0.3296959611
1792	0.3272232406
1793	0.3247690683
1794	0.3223332978
1795	0.3199157974
1796	0.317516425
1797	0.3151350515
1798	0.3127715436
1799	0.3104257618
1800	0.3080975724
1801	0.3057868409
1802	0.3034934447
1803	0.3012172472
1804	0.2989581183
1805	0.2967159292
1806	0.2944905622
1807	0.2922818868
1808	0.2900897716
1809	0.2879140988
1810	0.2857547487
1811	0.28361158
1812	0.2814844942
1813	0.2793733585
1814	0.2772780512
1815	0.2751984649
1816	0.2731344788
1817	0.2710859704
1818	0.2690528282
1819	0.2670349296
1820	0.265032161
1821	0.2630444177
1822	0.2610715862
1823	0.2591135497
1824	0.2571701988
1825	0.2552414168
1826	0.2533271
1827	0.2514271509
1828	0.2495414438
1829	0.2476698869
1830	0.2458123579
1831	0.2439687639
1832	0.2421389994
1833	0.2403229617
1834	0.2385205382
1835	0.2367316325
1836	0.2349561513
1837	0.2331939833
1838	0.2314450339
1839	0.2297091992
1840	0.227986374
1841	0.2262764834
1842	0.2245794177
1843	0.2228950711
1844	0.2212233521
1845	0.219564174
1846	0.2179174422
1847	0.2162830668
1848	0.2146609424
1849	0.213050979
1850	0.2114530992
1851	0.2098671992
1852	0.2082931982
1853	0.2067310017
1854	0.2051805196
1855	0.2036416639
1856	0.2021143561
1857	0.2005984933
1858	0.1990940022
1859	0.1976007991
1860	0.1961187929
1861	0.1946478963
1862	0.1931880366
1863	0.1917391304
1864	0.1903010828
1865	0.1888738192
1866	0.1874572668
1867	0.1860513388
1868	0.1846559575
1869	0.1832710412
1870	0.1818965123
1871	0.1805322838
1872	0.179178292
1873	0.1778344625
1874	0.1765007022
1875	0.1751769495
1876	0.1738631216
1877	0.1725591539
1878	0.1712649656
1879	0.1699804729
1880	0.1687056231
1881	0.1674403313
1882	0.1661845271
1883	0.1649381365
1884	0.1637010988
1885	0.1624733411
1886	0.1612548017
1887	0.1600453948
1888	0.1588450589
1889	0.1576537239
1890	0.1564713231
1891	0.1552977871
1892	0.1541330537
1893	0.1529770593
1894	0.1518297308
1895	0.150691008
1896	0.1495608258
1897	0.1484391173
1898	0.1473258191
1899	0.1462208769
1900	0.1451242164
1901	0.1440357875
1902	0.1429555194
1903	0.1418833526
1904	0.140819232
1905	0.1397630889
1906	0.1387148646
1907	0.1376744954
1908	0.1366419412
1909	0.1356171256
1910	0.1345999997
1911	0.1335904944
1912	0.1325885622
1913	0.1315941439
1914	0.1306071871
1915	0.1296276388
1916	0.1286554292
1917	0.1276905136
1918	0.1267328391
1919	0.1257823387
1920	0.1248389649
1921	0.1239026678
1922	0.1229734026
1923	0.1220511025
1924	0.1211357223
1925	0.1202272097
1926	0.1193255117
1927	0.1184305712
1928	0.11754234
1929	0.1166607747
1930	0.1157858195
1931	0.1149174199
1932	0.1140555358
1933	0.1132001207
1934	0.1123511232
1935	0.111508483
1936	0.110672163
1937	0.1098421274
1938	0.1090183146
1939	0.1082006774
1940	0.1073891773
1941	0.1065837553
1942	0.1057843746
1943	0.1049909961
1944	0.1042035623
1945	0.1034220359
1946	0.1026463694
1947	0.1018765237
1948	0.1011124443
1949	0.1003541082
1950	0.09960144849
1951	0.09885443753
1952	0.09811302413
1953	0.09737717582
1954	0.09664685548
1955	0.09592200235
1956	0.09520259143
1957	0.09448856895
1958	0.09377990498
1959	0.09307656279
1960	0.09237848455
1961	0.0916856444
1962	0.09099800322
1963	0.09031551434
1964	0.08963814697
1965	0.08896586401
1966	0.08829861588
1967	0.08763637429
1968	0.08697909755
1969	0.08632675776
1970	0.08567930834
1971	0.08503671511
1972	0.08439894427
1973	0.08376594924
1974	0.08313770661
1975	0.08251417183
1976	0.08189531199
1977	0.08128109429
1978	0.08067148363
1979	0.08006645143
1980	0.07946596252
1981	0.07886996401
1982	0.07827844518
1983	0.07769135307
1984	0.07710867397
1985	0.07653035499
1986	0.07595638396
1987	0.07538670605
1988	0.07482130651
1989	0.07426015212
1990	0.07370320162
1991	0.07315042968
1992	0.07260180244
1993	0.07205729201
1994	0.07151686559
1995	0.07098048937
1996	0.07044813998
1997	0.06991977712
1998	0.06939537441
1999	0.06887490826
